id,category,question,context,answer,doc_len
2299,Período de Disciplina,"De acordo com o fluxograma, projeto 2 é de qual período?",,Você irá cursar projeto 2 no semestre 9,11
2300,Período de Disciplina,Em qual semestre posso cursar projeto 2?,,Você irá cursar projeto 2 no Nono semestre,7
2301,Período de Disciplina,Qual o semestre de Projeto em Computação 2,,A disciplina Projeto em Computação 2 é do período 9,8
2302,Período de Disciplina,Em qual período eu curso Projeto em Computação 2,,A disciplina Projeto em Computação 2 é do Nono período ,9
2303,Período de Disciplina,Qual o semestre de P2,,A disciplina P2 é do período 9,5
2304,Período de Disciplina,Em qual período eu curso P2,,A disciplina P2 é do Nono período ,6
2305,Período de Disciplina,Qual o semestre de p2,,A disciplina p2 é do período 9,5
2306,Período de Disciplina,Em qual período eu curso p2,,A disciplina p2 é do Nono período ,6
2307,Período de Disciplina,Qual o semestre de projeto 2,,A disciplina projeto 2 é do período 9,6
2308,Período de Disciplina,Em qual período eu curso projeto 2,,A disciplina projeto 2 é do Nono período ,7
2309,Período de Disciplina,Projeto em Computação 2 é ministrada em qual semestre do curso?,,De acordo com o fluxograma Projeto em Computação 2 pertence ao período 9,11
2310,Período de Disciplina,Projeto em Computação 2 é de qual período?,,De acordo com o fluxograma Projeto em Computação 2 pertence ao Nono período,8
2311,Período de Disciplina,P2 é ministrada em qual semestre do curso?,,De acordo com o fluxograma P2 pertence ao período 9,8
2312,Período de Disciplina,P2 é de qual período?,,De acordo com o fluxograma P2 pertence ao Nono período,5
2313,Período de Disciplina,p2 é ministrada em qual semestre do curso?,,De acordo com o fluxograma p2 pertence ao período 9,8
2314,Período de Disciplina,p2 é de qual período?,,De acordo com o fluxograma p2 pertence ao Nono período,5
2315,Período de Disciplina,projeto 2 é ministrada em qual semestre do curso?,,De acordo com o fluxograma projeto 2 pertence ao período 9,9
2316,Período de Disciplina,projeto 2 é de qual período?,,De acordo com o fluxograma projeto 2 pertence ao Nono período,6
2317,Período de Disciplina,Trabalho de Conclusão de Curso é de qual período?,,Você irá cursar Trabalho de Conclusão de Curso no semestre 9,9
2318,Período de Disciplina,Trabalho de Conclusão de Curso é ministrada em qual semestre do curso?,,Você irá cursar Trabalho de Conclusão de Curso no Nono semestre,12
2319,Período de Disciplina,TCC é de qual período?,,Você irá cursar TCC no semestre 9,5
2320,Período de Disciplina,TCC é ministrada em qual semestre do curso?,,Você irá cursar TCC no Nono semestre,8
2321,Período de Disciplina,tcc é de qual período?,,Você irá cursar tcc no semestre 9,5
2322,Período de Disciplina,tcc é ministrada em qual semestre do curso?,,Você irá cursar tcc no Nono semestre,8
2323,Período de Disciplina,Qual o semestre de Trabalho de Conclusão de Curso,,A disciplina Trabalho de Conclusão de Curso é do período 9,9
2324,Período de Disciplina,"De acordo com o fluxograma, Trabalho de Conclusão de Curso é de qual período?",,A disciplina Trabalho de Conclusão de Curso é do Nono período ,14
2325,Período de Disciplina,Qual o semestre de TCC,,A disciplina TCC é do período 9,5
2326,Período de Disciplina,"De acordo com o fluxograma, TCC é de qual período?",,A disciplina TCC é do Nono período ,10
2327,Período de Disciplina,Qual o semestre de tcc,,A disciplina tcc é do período 9,5
2328,Período de Disciplina,"De acordo com o fluxograma, tcc é de qual período?",,A disciplina tcc é do Nono período ,10
2329,Período de Disciplina,Em qual período eu curso Trabalho de Conclusão de Curso,,De acordo com o fluxograma Trabalho de Conclusão de Curso pertence ao período 9,10
2330,Período de Disciplina,Em qual semestre posso cursar Trabalho de Conclusão de Curso?,,De acordo com o fluxograma Trabalho de Conclusão de Curso pertence ao Nono período,10
2331,Período de Disciplina,Em qual período eu curso TCC,,De acordo com o fluxograma TCC pertence ao período 9,6
2332,Período de Disciplina,Em qual semestre posso cursar TCC?,,De acordo com o fluxograma TCC pertence ao Nono período,6
2333,Período de Disciplina,Em qual período eu curso tcc,,De acordo com o fluxograma tcc pertence ao período 9,6
2334,Período de Disciplina,Em qual semestre posso cursar tcc?,,De acordo com o fluxograma tcc pertence ao Nono período,6
2335,Período de Disciplina,Qual o semestre de Administração de Sistemas,,"Administração de Sistemas é uma optativa, então você poderá cursar a partir do período 6",7
2336,Período de Disciplina,Em qual semestre posso cursar Administração de Sistemas?,,"Administração de Sistemas é uma optativa, então você poderá cursar a partir do sexto período",8
2337,Período de Disciplina,Qual o semestre de Adm de Sistemas,,"Adm de Sistemas é uma optativa, então você poderá cursar a partir do período 6",7
2338,Período de Disciplina,Em qual semestre posso cursar Adm de Sistemas?,,"Adm de Sistemas é uma optativa, então você poderá cursar a partir do sexto período",8
2339,Período de Disciplina,Qual o semestre de Sys-Admin,,"Sys-Admin é uma optativa, então você poderá cursar a partir do período 6",5
2340,Período de Disciplina,Em qual semestre posso cursar Sys-Admin?,,"Sys-Admin é uma optativa, então você poderá cursar a partir do sexto período",6
2341,Período de Disciplina,Qual o semestre de adm de sistemas,,"adm de sistemas é uma optativa, então você poderá cursar a partir do período 6",7
2342,Período de Disciplina,Em qual semestre posso cursar adm de sistemas?,,"adm de sistemas é uma optativa, então você poderá cursar a partir do sexto período",8
2343,Período de Disciplina,Qual o semestre de sys-admin,,"sys-admin é uma optativa, então você poderá cursar a partir do período 6",5
2344,Período de Disciplina,Em qual semestre posso cursar sys-admin?,,"sys-admin é uma optativa, então você poderá cursar a partir do sexto período",6
2345,Período de Disciplina,Em qual período eu curso Administração de Sistemas,,"Administração de Sistemas é uma optativa, então você poderá cursar a partir do semestre 6",8
2346,Período de Disciplina,Administração de Sistemas é de qual período?,,"Administração de Sistemas é uma optativa, então você poderá cursar a partir do sexto semestre",7
2347,Período de Disciplina,Em qual período eu curso Adm de Sistemas,,"Adm de Sistemas é uma optativa, então você poderá cursar a partir do semestre 6",8
2348,Período de Disciplina,Adm de Sistemas é de qual período?,,"Adm de Sistemas é uma optativa, então você poderá cursar a partir do sexto semestre",7
2349,Período de Disciplina,Em qual período eu curso Sys-Admin,,"Sys-Admin é uma optativa, então você poderá cursar a partir do semestre 6",6
2350,Período de Disciplina,Sys-Admin é de qual período?,,"Sys-Admin é uma optativa, então você poderá cursar a partir do sexto semestre",5
2351,Período de Disciplina,Em qual período eu curso adm de sistemas,,"adm de sistemas é uma optativa, então você poderá cursar a partir do semestre 6",8
2352,Período de Disciplina,adm de sistemas é de qual período?,,"adm de sistemas é uma optativa, então você poderá cursar a partir do sexto semestre",7
2353,Período de Disciplina,Em qual período eu curso sys-admin,,"sys-admin é uma optativa, então você poderá cursar a partir do semestre 6",6
2354,Período de Disciplina,sys-admin é de qual período?,,"sys-admin é uma optativa, então você poderá cursar a partir do sexto semestre",5
2355,Período de Disciplina,Administração de Sistemas é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso Administração de Sistemas é uma optativa então você poderá cursar a partir do período 6,10
2356,Período de Disciplina,"De acordo com o fluxograma, Administração de Sistemas é de qual período?",,De acordo com o Plano Pedagógico do Curso Administração de Sistemas é uma optativa então você poderá cursar a partir do sexto período,12
2357,Período de Disciplina,Adm de Sistemas é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso Adm de Sistemas é uma optativa então você poderá cursar a partir do período 6,10
2358,Período de Disciplina,"De acordo com o fluxograma, Adm de Sistemas é de qual período?",,De acordo com o Plano Pedagógico do Curso Adm de Sistemas é uma optativa então você poderá cursar a partir do sexto período,12
2359,Período de Disciplina,Sys-Admin é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso Sys-Admin é uma optativa então você poderá cursar a partir do período 6,8
2360,Período de Disciplina,"De acordo com o fluxograma, Sys-Admin é de qual período?",,De acordo com o Plano Pedagógico do Curso Sys-Admin é uma optativa então você poderá cursar a partir do sexto período,10
2361,Período de Disciplina,adm de sistemas é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso adm de sistemas é uma optativa então você poderá cursar a partir do período 6,10
2362,Período de Disciplina,"De acordo com o fluxograma, adm de sistemas é de qual período?",,De acordo com o Plano Pedagógico do Curso adm de sistemas é uma optativa então você poderá cursar a partir do sexto período,12
2363,Período de Disciplina,sys-admin é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso sys-admin é uma optativa então você poderá cursar a partir do período 6,8
2364,Período de Disciplina,"De acordo com o fluxograma, sys-admin é de qual período?",,De acordo com o Plano Pedagógico do Curso sys-admin é uma optativa então você poderá cursar a partir do sexto período,10
2365,Período de Disciplina,Administração de Sistemas Gerenciadores de Banco de Dados é ministrada em qual semestre do curso?,,"Administração de Sistemas Gerenciadores de Banco de Dados é uma optativa, então você poderá cursar a partir do período 6",15
2366,Período de Disciplina,Administração de Sistemas Gerenciadores de Banco de Dados é de qual período?,,"Administração de Sistemas Gerenciadores de Banco de Dados é uma optativa, então você poderá cursar a partir do sexto período",12
2367,Período de Disciplina,Em qual semestre posso cursar Administração de Sistemas Gerenciadores de Banco de Dados?,,"Administração de Sistemas Gerenciadores de Banco de Dados é uma optativa, então você poderá cursar a partir do semestre 6",13
2368,Período de Disciplina,Em qual período eu curso Administração de Sistemas Gerenciadores de Banco de Dados,,"Administração de Sistemas Gerenciadores de Banco de Dados é uma optativa, então você poderá cursar a partir do sexto semestre",13
2369,Período de Disciplina,Qual o semestre de Administração de Sistemas Gerenciadores de Banco de Dados,,De acordo com o Plano Pedagógico do Curso Administração de Sistemas Gerenciadores de Banco de Dados é uma optativa então você poderá cursar a partir do período 6,12
2370,Período de Disciplina,"De acordo com o fluxograma, Administração de Sistemas Gerenciadores de Banco de Dados é de qual período?",,De acordo com o Plano Pedagógico do Curso Administração de Sistemas Gerenciadores de Banco de Dados é uma optativa então você poderá cursar a partir do sexto período,17
2371,Período de Disciplina,"De acordo com o fluxograma, Algoritmos Avançados 1 é de qual período?",,"Algoritmos Avançados 1 é uma optativa, então você poderá cursar a partir do período 6",12
2372,Período de Disciplina,Em qual semestre posso cursar Algoritmos Avançados 1?,,"Algoritmos Avançados 1 é uma optativa, então você poderá cursar a partir do sexto período",8
2373,Período de Disciplina,"De acordo com o fluxograma, AA1 é de qual período?",,"AA1 é uma optativa, então você poderá cursar a partir do período 6",10
2374,Período de Disciplina,Em qual semestre posso cursar AA1?,,"AA1 é uma optativa, então você poderá cursar a partir do sexto período",6
2375,Período de Disciplina,"De acordo com o fluxograma, aa1 é de qual período?",,"aa1 é uma optativa, então você poderá cursar a partir do período 6",10
2376,Período de Disciplina,Em qual semestre posso cursar aa1?,,"aa1 é uma optativa, então você poderá cursar a partir do sexto período",6
2377,Período de Disciplina,"De acordo com o fluxograma, aa é de qual período?",,"aa é uma optativa, então você poderá cursar a partir do período 6",10
2378,Período de Disciplina,Em qual semestre posso cursar aa?,,"aa é uma optativa, então você poderá cursar a partir do sexto período",6
2379,Período de Disciplina,Qual o semestre de Algoritmos Avançados 1,,"Algoritmos Avançados 1 é uma optativa, então você poderá cursar a partir do semestre 6",7
2380,Período de Disciplina,Algoritmos Avançados 1 é ministrada em qual semestre do curso?,,"Algoritmos Avançados 1 é uma optativa, então você poderá cursar a partir do sexto semestre",10
2381,Período de Disciplina,Qual o semestre de AA1,,"AA1 é uma optativa, então você poderá cursar a partir do semestre 6",5
2382,Período de Disciplina,AA1 é ministrada em qual semestre do curso?,,"AA1 é uma optativa, então você poderá cursar a partir do sexto semestre",8
2383,Período de Disciplina,Qual o semestre de aa1,,"aa1 é uma optativa, então você poderá cursar a partir do semestre 6",5
2384,Período de Disciplina,aa1 é ministrada em qual semestre do curso?,,"aa1 é uma optativa, então você poderá cursar a partir do sexto semestre",8
2385,Período de Disciplina,Qual o semestre de aa,,"aa é uma optativa, então você poderá cursar a partir do semestre 6",5
2386,Período de Disciplina,aa é ministrada em qual semestre do curso?,,"aa é uma optativa, então você poderá cursar a partir do sexto semestre",8
2387,Período de Disciplina,Algoritmos Avançados 1 é de qual período?,,De acordo com o Plano Pedagógico do Curso Algoritmos Avançados 1 é uma optativa então você poderá cursar a partir do período 6,7
2388,Período de Disciplina,Em qual período eu curso Algoritmos Avançados 1,,De acordo com o Plano Pedagógico do Curso Algoritmos Avançados 1 é uma optativa então você poderá cursar a partir do sexto período,8
2389,Período de Disciplina,AA1 é de qual período?,,De acordo com o Plano Pedagógico do Curso AA1 é uma optativa então você poderá cursar a partir do período 6,5
2390,Período de Disciplina,Em qual período eu curso AA1,,De acordo com o Plano Pedagógico do Curso AA1 é uma optativa então você poderá cursar a partir do sexto período,6
2391,Período de Disciplina,aa1 é de qual período?,,De acordo com o Plano Pedagógico do Curso aa1 é uma optativa então você poderá cursar a partir do período 6,5
2392,Período de Disciplina,Em qual período eu curso aa1,,De acordo com o Plano Pedagógico do Curso aa1 é uma optativa então você poderá cursar a partir do sexto período,6
2393,Período de Disciplina,aa é de qual período?,,De acordo com o Plano Pedagógico do Curso aa é uma optativa então você poderá cursar a partir do período 6,5
2394,Período de Disciplina,Em qual período eu curso aa,,De acordo com o Plano Pedagógico do Curso aa é uma optativa então você poderá cursar a partir do sexto período,6
2395,Período de Disciplina,Algoritmos Avançados 2 é ministrada em qual semestre do curso?,,"Algoritmos Avançados 2 é uma optativa, então você poderá cursar a partir do período 6",10
2396,Período de Disciplina,Em qual período eu curso Algoritmos Avançados 2,,"Algoritmos Avançados 2 é uma optativa, então você poderá cursar a partir do sexto período",8
2397,Período de Disciplina,AA2 é ministrada em qual semestre do curso?,,"AA2 é uma optativa, então você poderá cursar a partir do período 6",8
2398,Período de Disciplina,Em qual período eu curso AA2,,"AA2 é uma optativa, então você poderá cursar a partir do sexto período",6
2399,Período de Disciplina,aa2 é ministrada em qual semestre do curso?,,"aa2 é uma optativa, então você poderá cursar a partir do período 6",8
2400,Período de Disciplina,Em qual período eu curso aa2,,"aa2 é uma optativa, então você poderá cursar a partir do sexto período",6
2401,Período de Disciplina,aa é ministrada em qual semestre do curso?,,"aa é uma optativa, então você poderá cursar a partir do período 6",8
2402,Período de Disciplina,Em qual período eu curso aa,,"aa é uma optativa, então você poderá cursar a partir do sexto período",6
2403,Período de Disciplina,Algoritmos Avançados 2 é de qual período?,,"Algoritmos Avançados 2 é uma optativa, então você poderá cursar a partir do semestre 6",7
2404,Período de Disciplina,"De acordo com o fluxograma, Algoritmos Avançados 2 é de qual período?",,"Algoritmos Avançados 2 é uma optativa, então você poderá cursar a partir do sexto semestre",12
2405,Período de Disciplina,AA2 é de qual período?,,"AA2 é uma optativa, então você poderá cursar a partir do semestre 6",5
2406,Período de Disciplina,"De acordo com o fluxograma, AA2 é de qual período?",,"AA2 é uma optativa, então você poderá cursar a partir do sexto semestre",10
2407,Período de Disciplina,aa2 é de qual período?,,"aa2 é uma optativa, então você poderá cursar a partir do semestre 6",5
2408,Período de Disciplina,"De acordo com o fluxograma, aa2 é de qual período?",,"aa2 é uma optativa, então você poderá cursar a partir do sexto semestre",10
2409,Período de Disciplina,aa é de qual período?,,"aa é uma optativa, então você poderá cursar a partir do semestre 6",5
2410,Período de Disciplina,"De acordo com o fluxograma, aa é de qual período?",,"aa é uma optativa, então você poderá cursar a partir do sexto semestre",10
2411,Período de Disciplina,Qual o semestre de Algoritmos Avançados 2,,De acordo com o Plano Pedagógico do Curso Algoritmos Avançados 2 é uma optativa então você poderá cursar a partir do período 6,7
2412,Período de Disciplina,Em qual semestre posso cursar Algoritmos Avançados 2?,,De acordo com o Plano Pedagógico do Curso Algoritmos Avançados 2 é uma optativa então você poderá cursar a partir do sexto período,8
2413,Período de Disciplina,Qual o semestre de AA2,,De acordo com o Plano Pedagógico do Curso AA2 é uma optativa então você poderá cursar a partir do período 6,5
2414,Período de Disciplina,Em qual semestre posso cursar AA2?,,De acordo com o Plano Pedagógico do Curso AA2 é uma optativa então você poderá cursar a partir do sexto período,6
2415,Período de Disciplina,Qual o semestre de aa2,,De acordo com o Plano Pedagógico do Curso aa2 é uma optativa então você poderá cursar a partir do período 6,5
2416,Período de Disciplina,Em qual semestre posso cursar aa2?,,De acordo com o Plano Pedagógico do Curso aa2 é uma optativa então você poderá cursar a partir do sexto período,6
2417,Período de Disciplina,Qual o semestre de aa,,De acordo com o Plano Pedagógico do Curso aa é uma optativa então você poderá cursar a partir do período 6,5
2418,Período de Disciplina,Em qual semestre posso cursar aa?,,De acordo com o Plano Pedagógico do Curso aa é uma optativa então você poderá cursar a partir do sexto período,6
2419,Período de Disciplina,"De acordo com o fluxograma, Algoritmos Avançados 3 é de qual período?",,"Algoritmos Avançados 3 é uma optativa, então você poderá cursar a partir do período 6",12
2420,Período de Disciplina,Em qual período eu curso Algoritmos Avançados 3,,"Algoritmos Avançados 3 é uma optativa, então você poderá cursar a partir do sexto período",8
2421,Período de Disciplina,"De acordo com o fluxograma, AA3 é de qual período?",,"AA3 é uma optativa, então você poderá cursar a partir do período 6",10
2422,Período de Disciplina,Em qual período eu curso AA3,,"AA3 é uma optativa, então você poderá cursar a partir do sexto período",6
2423,Período de Disciplina,"De acordo com o fluxograma, aa3 é de qual período?",,"aa3 é uma optativa, então você poderá cursar a partir do período 6",10
2424,Período de Disciplina,Em qual período eu curso aa3,,"aa3 é uma optativa, então você poderá cursar a partir do sexto período",6
2425,Período de Disciplina,"De acordo com o fluxograma, aa é de qual período?",,"aa é uma optativa, então você poderá cursar a partir do período 6",10
2426,Período de Disciplina,Em qual período eu curso aa,,"aa é uma optativa, então você poderá cursar a partir do sexto período",6
2427,Período de Disciplina,Em qual semestre posso cursar Algoritmos Avançados 3?,,"Algoritmos Avançados 3 é uma optativa, então você poderá cursar a partir do semestre 6",8
2428,Período de Disciplina,Algoritmos Avançados 3 é ministrada em qual semestre do curso?,,"Algoritmos Avançados 3 é uma optativa, então você poderá cursar a partir do sexto semestre",10
2429,Período de Disciplina,Em qual semestre posso cursar AA3?,,"AA3 é uma optativa, então você poderá cursar a partir do semestre 6",6
2430,Período de Disciplina,AA3 é ministrada em qual semestre do curso?,,"AA3 é uma optativa, então você poderá cursar a partir do sexto semestre",8
2431,Período de Disciplina,Em qual semestre posso cursar aa3?,,"aa3 é uma optativa, então você poderá cursar a partir do semestre 6",6
2432,Período de Disciplina,aa3 é ministrada em qual semestre do curso?,,"aa3 é uma optativa, então você poderá cursar a partir do sexto semestre",8
2433,Período de Disciplina,Em qual semestre posso cursar aa?,,"aa é uma optativa, então você poderá cursar a partir do semestre 6",6
2434,Período de Disciplina,aa é ministrada em qual semestre do curso?,,"aa é uma optativa, então você poderá cursar a partir do sexto semestre",8
2435,Período de Disciplina,Qual o semestre de Algoritmos Avançados 3,,De acordo com o Plano Pedagógico do Curso Algoritmos Avançados 3 é uma optativa então você poderá cursar a partir do período 6,7
2436,Período de Disciplina,Algoritmos Avançados 3 é de qual período?,,De acordo com o Plano Pedagógico do Curso Algoritmos Avançados 3 é uma optativa então você poderá cursar a partir do sexto período,7
2437,Período de Disciplina,Qual o semestre de AA3,,De acordo com o Plano Pedagógico do Curso AA3 é uma optativa então você poderá cursar a partir do período 6,5
2438,Período de Disciplina,AA3 é de qual período?,,De acordo com o Plano Pedagógico do Curso AA3 é uma optativa então você poderá cursar a partir do sexto período,5
2439,Período de Disciplina,Qual o semestre de aa3,,De acordo com o Plano Pedagógico do Curso aa3 é uma optativa então você poderá cursar a partir do período 6,5
2440,Período de Disciplina,aa3 é de qual período?,,De acordo com o Plano Pedagógico do Curso aa3 é uma optativa então você poderá cursar a partir do sexto período,5
2441,Período de Disciplina,Qual o semestre de aa,,De acordo com o Plano Pedagógico do Curso aa é uma optativa então você poderá cursar a partir do período 6,5
2442,Período de Disciplina,aa é de qual período?,,De acordo com o Plano Pedagógico do Curso aa é uma optativa então você poderá cursar a partir do sexto período,5
2443,Período de Disciplina,Algoritmos Avançados 4 é ministrada em qual semestre do curso?,,"Algoritmos Avançados 4 é uma optativa, então você poderá cursar a partir do período 6",10
2444,Período de Disciplina,Qual o semestre de Algoritmos Avançados 4,,"Algoritmos Avançados 4 é uma optativa, então você poderá cursar a partir do sexto período",7
2445,Período de Disciplina,AA4 é ministrada em qual semestre do curso?,,"AA4 é uma optativa, então você poderá cursar a partir do período 6",8
2446,Período de Disciplina,Qual o semestre de AA4,,"AA4 é uma optativa, então você poderá cursar a partir do sexto período",5
2447,Período de Disciplina,aa4 é ministrada em qual semestre do curso?,,"aa4 é uma optativa, então você poderá cursar a partir do período 6",8
2448,Período de Disciplina,Qual o semestre de aa4,,"aa4 é uma optativa, então você poderá cursar a partir do sexto período",5
2449,Período de Disciplina,aa é ministrada em qual semestre do curso?,,"aa é uma optativa, então você poderá cursar a partir do período 6",8
2450,Período de Disciplina,Qual o semestre de aa,,"aa é uma optativa, então você poderá cursar a partir do sexto período",5
2451,Período de Disciplina,Em qual período eu curso Algoritmos Avançados 4,,"Algoritmos Avançados 4 é uma optativa, então você poderá cursar a partir do semestre 6",8
2452,Período de Disciplina,Algoritmos Avançados 4 é de qual período?,,"Algoritmos Avançados 4 é uma optativa, então você poderá cursar a partir do sexto semestre",7
2453,Período de Disciplina,Em qual período eu curso AA4,,"AA4 é uma optativa, então você poderá cursar a partir do semestre 6",6
2454,Período de Disciplina,AA4 é de qual período?,,"AA4 é uma optativa, então você poderá cursar a partir do sexto semestre",5
2455,Período de Disciplina,Em qual período eu curso aa4,,"aa4 é uma optativa, então você poderá cursar a partir do semestre 6",6
2456,Período de Disciplina,aa4 é de qual período?,,"aa4 é uma optativa, então você poderá cursar a partir do sexto semestre",5
2457,Período de Disciplina,Em qual período eu curso aa,,"aa é uma optativa, então você poderá cursar a partir do semestre 6",6
2458,Período de Disciplina,aa é de qual período?,,"aa é uma optativa, então você poderá cursar a partir do sexto semestre",5
2459,Período de Disciplina,Em qual semestre posso cursar Algoritmos Avançados 4?,,De acordo com o Plano Pedagógico do Curso Algoritmos Avançados 4 é uma optativa então você poderá cursar a partir do período 6,8
2460,Período de Disciplina,"De acordo com o fluxograma, Algoritmos Avançados 4 é de qual período?",,De acordo com o Plano Pedagógico do Curso Algoritmos Avançados 4 é uma optativa então você poderá cursar a partir do sexto período,12
2461,Período de Disciplina,Em qual semestre posso cursar AA4?,,De acordo com o Plano Pedagógico do Curso AA4 é uma optativa então você poderá cursar a partir do período 6,6
2462,Período de Disciplina,"De acordo com o fluxograma, AA4 é de qual período?",,De acordo com o Plano Pedagógico do Curso AA4 é uma optativa então você poderá cursar a partir do sexto período,10
2463,Período de Disciplina,Em qual semestre posso cursar aa4?,,De acordo com o Plano Pedagógico do Curso aa4 é uma optativa então você poderá cursar a partir do período 6,6
2464,Período de Disciplina,"De acordo com o fluxograma, aa4 é de qual período?",,De acordo com o Plano Pedagógico do Curso aa4 é uma optativa então você poderá cursar a partir do sexto período,10
2465,Período de Disciplina,Em qual semestre posso cursar aa?,,De acordo com o Plano Pedagógico do Curso aa é uma optativa então você poderá cursar a partir do período 6,6
2466,Período de Disciplina,"De acordo com o fluxograma, aa é de qual período?",,De acordo com o Plano Pedagógico do Curso aa é uma optativa então você poderá cursar a partir do sexto período,10
2467,Período de Disciplina,"De acordo com o fluxograma, Arquitetura de Software é de qual período?",,"Arquitetura de Software é uma optativa, então você poderá cursar a partir do período 6",12
2468,Período de Disciplina,Arquitetura de Software é de qual período?,,"Arquitetura de Software é uma optativa, então você poderá cursar a partir do sexto período",7
2469,Período de Disciplina,"De acordo com o fluxograma, Arquitetura é de qual período?",,"Arquitetura é uma optativa, então você poderá cursar a partir do período 6",10
2470,Período de Disciplina,Arquitetura é de qual período?,,"Arquitetura é uma optativa, então você poderá cursar a partir do sexto período",5
2471,Período de Disciplina,"De acordo com o fluxograma, Arq-Soft é de qual período?",,"Arq-Soft é uma optativa, então você poderá cursar a partir do período 6",10
2472,Período de Disciplina,Arq-Soft é de qual período?,,"Arq-Soft é uma optativa, então você poderá cursar a partir do sexto período",5
2473,Período de Disciplina,"De acordo com o fluxograma, arquitetura é de qual período?",,"arquitetura é uma optativa, então você poderá cursar a partir do período 6",10
2474,Período de Disciplina,arquitetura é de qual período?,,"arquitetura é uma optativa, então você poderá cursar a partir do sexto período",5
2475,Período de Disciplina,"De acordo com o fluxograma, arq-soft é de qual período?",,"arq-soft é uma optativa, então você poderá cursar a partir do período 6",10
2476,Período de Disciplina,arq-soft é de qual período?,,"arq-soft é uma optativa, então você poderá cursar a partir do sexto período",5
2477,Período de Disciplina,Qual o semestre de Arquitetura de Software,,"Arquitetura de Software é uma optativa, então você poderá cursar a partir do semestre 6",7
2478,Período de Disciplina,Em qual período eu curso Arquitetura de Software,,"Arquitetura de Software é uma optativa, então você poderá cursar a partir do sexto semestre",8
2479,Período de Disciplina,Qual o semestre de Arquitetura,,"Arquitetura é uma optativa, então você poderá cursar a partir do semestre 6",5
2480,Período de Disciplina,Em qual período eu curso Arquitetura,,"Arquitetura é uma optativa, então você poderá cursar a partir do sexto semestre",6
2481,Período de Disciplina,Qual o semestre de Arq-Soft,,"Arq-Soft é uma optativa, então você poderá cursar a partir do semestre 6",5
2482,Período de Disciplina,Em qual período eu curso Arq-Soft,,"Arq-Soft é uma optativa, então você poderá cursar a partir do sexto semestre",6
2483,Período de Disciplina,Qual o semestre de arquitetura,,"arquitetura é uma optativa, então você poderá cursar a partir do semestre 6",5
2484,Período de Disciplina,Em qual período eu curso arquitetura,,"arquitetura é uma optativa, então você poderá cursar a partir do sexto semestre",6
2485,Período de Disciplina,Qual o semestre de arq-soft,,"arq-soft é uma optativa, então você poderá cursar a partir do semestre 6",5
2486,Período de Disciplina,Em qual período eu curso arq-soft,,"arq-soft é uma optativa, então você poderá cursar a partir do sexto semestre",6
2487,Período de Disciplina,Arquitetura de Software é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso Arquitetura de Software é uma optativa então você poderá cursar a partir do período 6,10
2488,Período de Disciplina,Em qual semestre posso cursar Arquitetura de Software?,,De acordo com o Plano Pedagógico do Curso Arquitetura de Software é uma optativa então você poderá cursar a partir do sexto período,8
2489,Período de Disciplina,Arquitetura é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso Arquitetura é uma optativa então você poderá cursar a partir do período 6,8
2490,Período de Disciplina,Em qual semestre posso cursar Arquitetura?,,De acordo com o Plano Pedagógico do Curso Arquitetura é uma optativa então você poderá cursar a partir do sexto período,6
2491,Período de Disciplina,Arq-Soft é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso Arq-Soft é uma optativa então você poderá cursar a partir do período 6,8
2492,Período de Disciplina,Em qual semestre posso cursar Arq-Soft?,,De acordo com o Plano Pedagógico do Curso Arq-Soft é uma optativa então você poderá cursar a partir do sexto período,6
2493,Período de Disciplina,arquitetura é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso arquitetura é uma optativa então você poderá cursar a partir do período 6,8
2494,Período de Disciplina,Em qual semestre posso cursar arquitetura?,,De acordo com o Plano Pedagógico do Curso arquitetura é uma optativa então você poderá cursar a partir do sexto período,6
2495,Período de Disciplina,arq-soft é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso arq-soft é uma optativa então você poderá cursar a partir do período 6,8
2496,Período de Disciplina,Em qual semestre posso cursar arq-soft?,,De acordo com o Plano Pedagógico do Curso arq-soft é uma optativa então você poderá cursar a partir do sexto período,6
2497,Período de Disciplina,Avaliação de Desempenho de Sistemas Discretos é ministrada em qual semestre do curso?,,"Avaliação de Desempenho de Sistemas Discretos é uma optativa, então você poderá cursar a partir do período 6",13
2498,Período de Disciplina,Em qual período eu curso Avaliação de Desempenho de Sistemas Discretos,,"Avaliação de Desempenho de Sistemas Discretos é uma optativa, então você poderá cursar a partir do sexto período",11
2499,Período de Disciplina,ADSD é ministrada em qual semestre do curso?,,"ADSD é uma optativa, então você poderá cursar a partir do período 6",8
2500,Período de Disciplina,Em qual período eu curso ADSD,,"ADSD é uma optativa, então você poderá cursar a partir do sexto período",6
